installment_id,order_id,user_id,merchant_id,due_date,installment_amount,paid_date,paid_date_late,late_days,status
inst_27fd5ad6,order_84d34513,user_8c730c02,merchant_e6fd0f32,2025-12-28,146.66666666666666,2025-12-27,,0,paid
inst_ba4b2835,order_84d34513,user_8c730c02,merchant_e6fd0f32,2026-01-27,146.66666666666666,2026-01-25,,0,paid
inst_4eda809c,order_84d34513,user_8c730c02,merchant_e6fd0f32,2026-02-26,146.66666666666666,2026-02-26,,0,paid
inst_b19c09e3,order_2083c52f,user_8c730c02,merchant_d068dcce,2025-12-26,100.0,2025-12-26,,0,paid
inst_d7bb653a,order_2083c52f,user_8c730c02,merchant_d068dcce,2026-01-25,100.0,,2026-02-06 01:57:16.783615+00:00,12,late
inst_c7c9f61b,order_2083c52f,user_8c730c02,merchant_d068dcce,2026-02-24,100.0,2026-02-23,,0,paid
inst_3eb1249c,order_d848f1c1,user_8f61ed7e,merchant_3ba9c3b0,2025-12-23,132.0,2025-12-21,,0,paid
inst_c846dcff,order_d848f1c1,user_8f61ed7e,merchant_3ba9c3b0,2026-01-22,132.0,2026-01-20,,0,paid
inst_edd30cb1,order_d848f1c1,user_8f61ed7e,merchant_3ba9c3b0,2026-02-21,132.0,2026-02-20,,0,paid
inst_022611c6,order_23c78d0a,user_8f61ed7e,merchant_fcc76787,2025-11-26,159.66666666666666,2025-11-26,,0,paid
inst_1cb8cdc2,order_23c78d0a,user_8f61ed7e,merchant_fcc76787,2025-12-26,159.66666666666666,,2025-12-31 01:57:16.783615+00:00,5,late
inst_35bb6d36,order_23c78d0a,user_8f61ed7e,merchant_fcc76787,2026-01-25,159.66666666666666,2026-01-25,,0,paid
inst_42315afe,order_3dc8e2b1,user_c6667964,merchant_0d25a7f0,2025-11-28,210.0,2025-11-26,,0,paid
inst_88d46391,order_3dc8e2b1,user_c6667964,merchant_0d25a7f0,2025-12-28,210.0,2025-12-26,,0,paid
inst_fee42144,order_3dc8e2b1,user_c6667964,merchant_0d25a7f0,2026-01-27,210.0,2026-01-25,,0,paid
inst_20f05938,order_99d72831,user_c6667964,merchant_fcc76787,2025-12-24,163.33333333333334,2025-12-23,,0,paid
inst_15a635eb,order_99d72831,user_c6667964,merchant_fcc76787,2026-01-23,163.33333333333334,,2026-02-03 01:57:16.783615+00:00,11,late
inst_4e80d6da,order_99d72831,user_c6667964,merchant_fcc76787,2026-02-22,163.33333333333334,2026-02-22,,0,paid
inst_ddaccb0d,order_b8d7fb96,user_84bd2f9b,merchant_d068dcce,2025-12-16,110.0,2025-12-16,,0,paid
inst_9344b856,order_b8d7fb96,user_84bd2f9b,merchant_d068dcce,2026-01-15,110.0,2026-01-15,,0,paid
inst_f5d18a07,order_b8d7fb96,user_84bd2f9b,merchant_d068dcce,2026-02-14,110.0,2026-02-14,,0,paid
inst_afea5d24,order_e168b505,user_84bd2f9b,merchant_a6ad38ac,2026-01-08,189.66666666666666,2026-01-08,,0,paid
inst_7636ff83,order_e168b505,user_84bd2f9b,merchant_a6ad38ac,2026-02-07,189.66666666666666,2026-02-05,,0,paid
inst_e776c0ef,order_e168b505,user_84bd2f9b,merchant_a6ad38ac,2026-03-09,189.66666666666666,2026-03-09,,0,paid
inst_b14289ca,order_d03064cd,user_84bd2f9b,merchant_00df7761,2025-11-11,257.3333333333333,2025-11-11,,0,paid
inst_8054a09c,order_d03064cd,user_84bd2f9b,merchant_00df7761,2025-12-11,257.3333333333333,2025-12-11,,0,paid
inst_f03255b6,order_d03064cd,user_84bd2f9b,merchant_00df7761,2026-01-10,257.3333333333333,2026-01-09,,0,paid
inst_15068738,order_5925ed23,user_84bd2f9b,merchant_9a29c451,2025-12-22,268.3333333333333,2025-12-21,,0,paid
inst_16e2ea60,order_5925ed23,user_84bd2f9b,merchant_9a29c451,2026-01-21,268.3333333333333,2026-01-20,,0,paid
inst_9576d881,order_5925ed23,user_84bd2f9b,merchant_9a29c451,2026-02-20,268.3333333333333,2026-02-20,,0,paid
inst_93faf185,order_b1e3bd60,user_b5959a8d,merchant_9a29c451,2025-12-31,541.0,2025-12-29,,0,paid
inst_8630ca4f,order_b1e3bd60,user_b5959a8d,merchant_9a29c451,2026-01-30,541.0,,2026-02-09 01:57:16.783615+00:00,10,late
inst_6ea376da,order_b1e3bd60,user_b5959a8d,merchant_9a29c451,2026-03-01,541.0,2026-03-01,,0,paid
inst_4588b3f7,order_bf1dceb5,user_8e7730a5,merchant_8cf31187,2025-12-04,281.3333333333333,2025-12-04,,0,paid
inst_e2686f84,order_bf1dceb5,user_8e7730a5,merchant_8cf31187,2026-01-03,281.3333333333333,2026-01-03,,0,paid
inst_2428e12d,order_bf1dceb5,user_8e7730a5,merchant_8cf31187,2026-02-02,281.3333333333333,2026-02-02,,0,paid
inst_b877b125,order_edaa9325,user_8e7730a5,merchant_708588c7,2025-11-30,165.0,2025-11-28,,0,paid
inst_c70356f6,order_edaa9325,user_8e7730a5,merchant_708588c7,2025-12-30,165.0,2025-12-28,,0,paid
inst_6271eacb,order_edaa9325,user_8e7730a5,merchant_708588c7,2026-01-29,165.0,2026-01-28,,0,paid
inst_d6ed72ca,order_24b8f972,user_8e7730a5,merchant_e6fd0f32,2026-01-04,109.33333333333333,2026-01-03,,0,paid
inst_ad7cd374,order_24b8f972,user_8e7730a5,merchant_e6fd0f32,2026-02-03,109.33333333333333,2026-02-03,,0,paid
inst_d0303a5d,order_24b8f972,user_8e7730a5,merchant_e6fd0f32,2026-03-05,109.33333333333333,2026-03-05,,0,paid
inst_d0cfe01a,order_90feb09f,user_8e7730a5,merchant_8cf31187,2025-11-14,206.33333333333334,2025-11-14,,0,paid
inst_c93e3fc7,order_90feb09f,user_8e7730a5,merchant_8cf31187,2025-12-14,206.33333333333334,2025-12-12,,0,paid
inst_51820dcd,order_90feb09f,user_8e7730a5,merchant_8cf31187,2026-01-13,206.33333333333334,2026-01-11,,0,paid
inst_5578ef11,order_57a35b3d,user_ba4c120a,merchant_0d25a7f0,2025-11-27,385.0,2025-11-25,,0,paid
inst_bfd2d01c,order_57a35b3d,user_ba4c120a,merchant_0d25a7f0,2025-12-27,385.0,2025-12-27,,0,paid
inst_7b47e58a,order_57a35b3d,user_ba4c120a,merchant_0d25a7f0,2026-01-26,385.0,2026-01-24,,0,paid
inst_efd43850,order_87dc8814,user_ba4c120a,merchant_0d25a7f0,2026-01-08,543.6666666666666,2026-01-07,,0,paid
inst_41e2c358,order_87dc8814,user_ba4c120a,merchant_0d25a7f0,2026-02-07,543.6666666666666,2026-02-06,,0,paid
inst_4ee35809,order_87dc8814,user_ba4c120a,merchant_0d25a7f0,2026-03-09,543.6666666666666,,2026-03-12 01:57:16.783615+00:00,3,late
inst_785cc13f,order_2e1af7c5,user_ba4c120a,merchant_fcc76787,2025-12-07,572.6666666666666,2025-12-07,,0,paid
inst_cec4618e,order_2e1af7c5,user_ba4c120a,merchant_fcc76787,2026-01-06,572.6666666666666,2026-01-04,,0,paid
inst_b94a1355,order_2e1af7c5,user_ba4c120a,merchant_fcc76787,2026-02-05,572.6666666666666,2026-02-05,,0,paid
inst_eab3da74,order_a7d3cd08,user_ac50ab11,merchant_8cf31187,2026-01-13,221.0,2026-01-12,,0,paid
inst_691009f2,order_a7d3cd08,user_ac50ab11,merchant_8cf31187,2026-02-12,221.0,2026-02-11,,0,paid
inst_79a35f08,order_a7d3cd08,user_ac50ab11,merchant_8cf31187,2026-03-14,221.0,,2026-03-21 01:57:16.783615+00:00,7,late
inst_6a0514df,order_8a150971,user_ac50ab11,merchant_d8abd5e0,2025-12-23,212.66666666666666,2025-12-21,,0,paid
inst_2c16e84e,order_8a150971,user_ac50ab11,merchant_d8abd5e0,2026-01-22,212.66666666666666,2026-01-21,,0,paid
inst_559d8984,order_8a150971,user_ac50ab11,merchant_d8abd5e0,2026-02-21,212.66666666666666,2026-02-21,,0,paid
inst_f1efb99d,order_b3510d92,user_ac50ab11,merchant_8c4f4160,2026-01-13,134.66666666666666,2026-01-11,,0,paid
inst_76326f1b,order_b3510d92,user_ac50ab11,merchant_8c4f4160,2026-02-12,134.66666666666666,2026-02-12,,0,paid
inst_7810de97,order_b3510d92,user_ac50ab11,merchant_8c4f4160,2026-03-14,134.66666666666666,2026-03-12,,0,paid
inst_6b3b9a7c,order_e64c1afb,user_b6615289,merchant_8c4f4160,2026-01-07,183.66666666666666,2026-01-05,,0,paid
inst_9d2bd1e3,order_e64c1afb,user_b6615289,merchant_8c4f4160,2026-02-06,183.66666666666666,2026-02-04,,0,paid
inst_790de268,order_e64c1afb,user_b6615289,merchant_8c4f4160,2026-03-08,183.66666666666666,2026-03-06,,0,paid
inst_f1445b7c,order_c9f98475,user_b6615289,merchant_fcc76787,2025-10-25,107.33333333333333,2025-10-24,,0,paid
inst_0521fe9d,order_c9f98475,user_b6615289,merchant_fcc76787,2025-11-24,107.33333333333333,2025-11-24,,0,paid
inst_4f53af31,order_c9f98475,user_b6615289,merchant_fcc76787,2025-12-24,107.33333333333333,2025-12-23,,0,paid
inst_a58f821a,order_3d6b595c,user_04494a30,merchant_0efd0492,2025-12-05,245.33333333333334,,2025-12-08 01:57:16.783615+00:00,3,late
inst_36dd6eba,order_3d6b595c,user_04494a30,merchant_0efd0492,2026-01-04,245.33333333333334,2026-01-04,,0,paid
inst_9a64ada8,order_3d6b595c,user_04494a30,merchant_0efd0492,2026-02-03,245.33333333333334,2026-02-03,,0,paid
inst_2717614f,order_ef3c1feb,user_04494a30,merchant_8c4f4160,2026-01-09,236.0,2026-01-08,,0,paid
inst_b4d14778,order_ef3c1feb,user_04494a30,merchant_8c4f4160,2026-02-08,236.0,2026-02-08,,0,paid
inst_76173efe,order_ef3c1feb,user_04494a30,merchant_8c4f4160,2026-03-10,236.0,2026-03-09,,0,paid
inst_b530fa0f,order_83979e5f,user_04494a30,merchant_46f1760b,2026-01-19,138.0,2026-01-17,,0,paid
inst_0b5cfa47,order_83979e5f,user_04494a30,merchant_46f1760b,2026-02-18,138.0,2026-02-17,,0,paid
inst_1bc631f7,order_83979e5f,user_04494a30,merchant_46f1760b,2026-03-20,138.0,2026-03-19,,0,paid
inst_3b99292f,order_af8b2756,user_04494a30,merchant_8cf31187,2026-01-17,254.0,2026-01-15,,0,paid
inst_f49616fa,order_af8b2756,user_04494a30,merchant_8cf31187,2026-02-16,254.0,2026-02-15,,0,paid
inst_0f832855,order_af8b2756,user_04494a30,merchant_8cf31187,2026-03-18,254.0,2026-03-17,,0,paid
inst_affb4349,order_13b6edb2,user_8f154efa,merchant_0d25a7f0,2025-12-07,245.66666666666666,2025-12-05,,0,paid
inst_a67d5670,order_13b6edb2,user_8f154efa,merchant_0d25a7f0,2026-01-06,245.66666666666666,2026-01-04,,0,paid
inst_5c7ac447,order_13b6edb2,user_8f154efa,merchant_0d25a7f0,2026-02-05,245.66666666666666,2026-02-03,,0,paid
inst_26da4d86,order_7f364d60,user_8f154efa,merchant_d8abd5e0,2025-12-26,185.0,2025-12-26,,0,paid
inst_3ef11a7b,order_7f364d60,user_8f154efa,merchant_d8abd5e0,2026-01-25,185.0,,2026-02-01 01:57:16.783615+00:00,7,late
inst_d7bca628,order_7f364d60,user_8f154efa,merchant_d8abd5e0,2026-02-24,185.0,2026-02-23,,0,paid
inst_f4e5f820,order_5c2d1400,user_8f154efa,merchant_d7cdffd3,2025-12-21,185.66666666666666,2025-12-19,,0,paid
inst_3bb07f08,order_5c2d1400,user_8f154efa,merchant_d7cdffd3,2026-01-20,185.66666666666666,2026-01-20,,0,paid
inst_2f38d2c9,order_5c2d1400,user_8f154efa,merchant_d7cdffd3,2026-02-19,185.66666666666666,2026-02-18,,0,paid
inst_373757ea,order_53913d04,user_e6c9d3ef,merchant_8cf31187,2025-12-31,657.0,,2026-01-07 01:57:16.783615+00:00,7,late
inst_10233e53,order_53913d04,user_e6c9d3ef,merchant_8cf31187,2026-01-30,657.0,,2026-02-05 01:57:16.783615+00:00,6,late
inst_bfa14608,order_53913d04,user_e6c9d3ef,merchant_8cf31187,2026-03-01,657.0,2026-03-01,,0,paid
inst_1ea2bb8e,order_f0e8f454,user_1464cd2a,merchant_46f1760b,2026-01-03,143.66666666666666,2026-01-03,,0,paid
inst_b047ee2c,order_f0e8f454,user_1464cd2a,merchant_46f1760b,2026-02-02,143.66666666666666,2026-02-02,,0,paid
inst_1e79d43f,order_f0e8f454,user_1464cd2a,merchant_46f1760b,2026-03-04,143.66666666666666,2026-03-03,,0,paid
inst_fac54355,order_5b9599bb,user_1464cd2a,merchant_fcc76787,2025-12-14,197.66666666666666,2025-12-14,,0,paid
inst_f03c9cfd,order_5b9599bb,user_1464cd2a,merchant_fcc76787,2026-01-13,197.66666666666666,,2026-01-20 01:57:16.783615+00:00,7,late
inst_8768011d,order_5b9599bb,user_1464cd2a,merchant_fcc76787,2026-02-12,197.66666666666666,2026-02-10,,0,paid
inst_f9b7ef56,order_4e40c959,user_ec515801,merchant_3ba9c3b0,2025-11-18,307.3333333333333,,2025-11-24 01:57:16.783615+00:00,6,late
inst_35696425,order_4e40c959,user_ec515801,merchant_3ba9c3b0,2025-12-18,307.3333333333333,2025-12-16,,0,paid
inst_0beba9cd,order_4e40c959,user_ec515801,merchant_3ba9c3b0,2026-01-17,307.3333333333333,,2026-01-24 01:57:16.783615+00:00,7,late
inst_efdf79b1,order_22a36516,user_ec515801,merchant_8cf31187,2025-10-21,426.0,2025-10-21,,0,paid
inst_e00e23f7,order_22a36516,user_ec515801,merchant_8cf31187,2025-11-20,426.0,,2025-11-28 01:57:16.783615+00:00,8,late
inst_b04e58fe,order_22a36516,user_ec515801,merchant_8cf31187,2025-12-20,426.0,,2025-12-31 01:57:16.783615+00:00,11,late
inst_2bb538f1,order_a95aa19b,user_e7f4d881,merchant_8cf31187,2025-11-21,451.6666666666667,2025-11-19,,0,paid
inst_435cb800,order_a95aa19b,user_e7f4d881,merchant_8cf31187,2025-12-21,451.6666666666667,2025-12-21,,0,paid
inst_bae41413,order_a95aa19b,user_e7f4d881,merchant_8cf31187,2026-01-20,451.6666666666667,2026-01-18,,0,paid
inst_ca52a5f7,order_83bce851,user_9dcd2956,merchant_d7cdffd3,2025-12-12,590.3333333333334,,2025-12-16 01:57:16.783615+00:00,4,late
inst_89ae9db5,order_83bce851,user_9dcd2956,merchant_d7cdffd3,2026-01-11,590.3333333333334,2026-01-09,,0,paid
inst_c6076475,order_83bce851,user_9dcd2956,merchant_d7cdffd3,2026-02-10,590.3333333333334,,2026-02-20 01:57:16.783615+00:00,10,late
inst_5ec19eec,order_04a44c29,user_d9938325,merchant_46f1760b,2026-01-02,174.0,2026-01-01,,0,paid
inst_b7e8e319,order_04a44c29,user_d9938325,merchant_46f1760b,2026-02-01,174.0,2026-01-30,,0,paid
inst_c724e05e,order_04a44c29,user_d9938325,merchant_46f1760b,2026-03-03,174.0,2026-03-01,,0,paid
inst_6c0a0065,order_dafbbbd9,user_d9938325,merchant_3b5fb9f0,2025-12-23,246.66666666666666,2025-12-21,,0,paid
inst_15cc1cfc,order_dafbbbd9,user_d9938325,merchant_3b5fb9f0,2026-01-22,246.66666666666666,2026-01-21,,0,paid
inst_644669ec,order_dafbbbd9,user_d9938325,merchant_3b5fb9f0,2026-02-21,246.66666666666666,2026-02-21,,0,paid
inst_1d43d440,order_8620d019,user_d9938325,merchant_e6fd0f32,2026-01-01,275.3333333333333,2026-01-01,,0,paid
inst_cc366db9,order_8620d019,user_d9938325,merchant_e6fd0f32,2026-01-31,275.3333333333333,2026-01-31,,0,paid
inst_f70861ef,order_8620d019,user_d9938325,merchant_e6fd0f32,2026-03-02,275.3333333333333,2026-02-28,,0,paid
inst_7da90247,order_93932d1c,user_d9938325,merchant_8042e2cf,2025-11-02,277.6666666666667,2025-11-02,,0,paid
inst_24ef82be,order_93932d1c,user_d9938325,merchant_8042e2cf,2025-12-02,277.6666666666667,2025-12-02,,0,paid
inst_ee3abd4d,order_93932d1c,user_d9938325,merchant_8042e2cf,2026-01-01,277.6666666666667,2025-12-30,,0,paid
inst_9cb7c74d,order_db7166af,user_17cf5e1c,merchant_46f1760b,2025-11-18,151.66666666666666,,2025-11-30 01:57:16.783615+00:00,12,late
inst_d5a62f6b,order_db7166af,user_17cf5e1c,merchant_46f1760b,2025-12-18,151.66666666666666,2025-12-16,,0,paid
inst_85b453fc,order_db7166af,user_17cf5e1c,merchant_46f1760b,2026-01-17,151.66666666666666,2026-01-16,,0,paid
inst_cd9240ed,order_ca7f7e00,user_17cf5e1c,merchant_aa3a9054,2026-01-13,132.66666666666666,2026-01-11,,0,paid
inst_67b7332a,order_ca7f7e00,user_17cf5e1c,merchant_aa3a9054,2026-02-12,132.66666666666666,2026-02-12,,0,paid
inst_8609ee6f,order_ca7f7e00,user_17cf5e1c,merchant_aa3a9054,2026-03-14,132.66666666666666,2026-03-13,,0,paid
inst_1bbfb5e6,order_7a130512,user_17cf5e1c,merchant_e6fd0f32,2026-01-04,116.33333333333333,2026-01-04,,0,paid
inst_338a7fdd,order_7a130512,user_17cf5e1c,merchant_e6fd0f32,2026-02-03,116.33333333333333,2026-02-01,,0,paid
inst_7434445f,order_7a130512,user_17cf5e1c,merchant_e6fd0f32,2026-03-05,116.33333333333333,2026-03-04,,0,paid
inst_7aef8c9b,order_0fd92ba9,user_1e607006,merchant_46f1760b,2025-12-12,290.0,2025-12-12,,0,paid
inst_6d3fcfb9,order_0fd92ba9,user_1e607006,merchant_46f1760b,2026-01-11,290.0,2026-01-10,,0,paid
inst_89a7b339,order_0fd92ba9,user_1e607006,merchant_46f1760b,2026-02-10,290.0,2026-02-10,,0,paid
inst_f0dc8252,order_0fbb2868,user_1e607006,merchant_c2a9caa4,2025-12-18,269.6666666666667,,2025-12-26 01:57:16.783615+00:00,8,late
inst_17265593,order_0fbb2868,user_1e607006,merchant_c2a9caa4,2026-01-17,269.6666666666667,,2026-01-23 01:57:16.783615+00:00,6,late
inst_88dbd516,order_0fbb2868,user_1e607006,merchant_c2a9caa4,2026-02-16,269.6666666666667,,2026-02-28 01:57:16.783615+00:00,12,late
inst_b82483f3,order_725cd41b,user_606999bf,merchant_708588c7,2025-11-27,470.0,2025-11-25,,0,paid
inst_56d70111,order_725cd41b,user_606999bf,merchant_708588c7,2025-12-27,470.0,2025-12-27,,0,paid
inst_d261d439,order_725cd41b,user_606999bf,merchant_708588c7,2026-01-26,470.0,2026-01-26,,0,paid
inst_de2bb13c,order_c77f26b9,user_606999bf,merchant_e6fd0f32,2025-12-03,434.0,2025-12-01,,0,paid
inst_3b8644ea,order_c77f26b9,user_606999bf,merchant_e6fd0f32,2026-01-02,434.0,2026-01-02,,0,paid
inst_cd109592,order_c77f26b9,user_606999bf,merchant_e6fd0f32,2026-02-01,434.0,2026-01-30,,0,paid
inst_48640030,order_9a2e891b,user_606999bf,merchant_d7cdffd3,2025-10-20,232.0,,2025-10-23 01:57:16.783615+00:00,3,late
inst_79ef746a,order_9a2e891b,user_606999bf,merchant_d7cdffd3,2025-11-19,232.0,2025-11-19,,0,paid
inst_06230384,order_9a2e891b,user_606999bf,merchant_d7cdffd3,2025-12-19,232.0,,2025-12-28 01:57:16.783615+00:00,9,late
inst_d25ccf2f,order_7c9ab04b,user_d1f7ab21,merchant_8c4f4160,2025-12-10,337.3333333333333,2025-12-08,,0,paid
inst_04b23488,order_7c9ab04b,user_d1f7ab21,merchant_8c4f4160,2026-01-09,337.3333333333333,2026-01-07,,0,paid
inst_9b283045,order_7c9ab04b,user_d1f7ab21,merchant_8c4f4160,2026-02-08,337.3333333333333,2026-02-07,,0,paid
inst_ab23b37c,order_e2aac91c,user_d1f7ab21,merchant_9a29c451,2025-12-25,500.3333333333333,2025-12-24,,0,paid
inst_eb1028c7,order_e2aac91c,user_d1f7ab21,merchant_9a29c451,2026-01-24,500.3333333333333,2026-01-23,,0,paid
inst_20c7e67d,order_e2aac91c,user_d1f7ab21,merchant_9a29c451,2026-02-23,500.3333333333333,2026-02-21,,0,paid
inst_91723a0f,order_bb9ddd56,user_0be4c87c,merchant_00df7761,2025-11-05,561.0,2025-11-05,,0,paid
inst_63a6a7bf,order_bb9ddd56,user_0be4c87c,merchant_00df7761,2025-12-05,561.0,2025-12-03,,0,paid
inst_44fdb44d,order_bb9ddd56,user_0be4c87c,merchant_00df7761,2026-01-04,561.0,2026-01-02,,0,paid
inst_5ecf1223,order_0620f369,user_0be4c87c,merchant_8c4f4160,2026-01-06,532.0,2026-01-04,,0,paid
inst_5e7b500d,order_0620f369,user_0be4c87c,merchant_8c4f4160,2026-02-05,532.0,2026-02-04,,0,paid
inst_759f5590,order_0620f369,user_0be4c87c,merchant_8c4f4160,2026-03-07,532.0,2026-03-06,,0,paid
inst_de72c373,order_dd2b6a72,user_32c105cb,merchant_46f1760b,2025-12-12,113.66666666666667,2025-12-11,,0,paid
inst_fa2c1a41,order_dd2b6a72,user_32c105cb,merchant_46f1760b,2026-01-11,113.66666666666667,2026-01-11,,0,paid
inst_dcb0e555,order_dd2b6a72,user_32c105cb,merchant_46f1760b,2026-02-10,113.66666666666667,2026-02-09,,0,paid
inst_f358c85a,order_62252f9a,user_32c105cb,merchant_8c4f4160,2025-11-27,199.0,2025-11-27,,0,paid
inst_75e75d23,order_62252f9a,user_32c105cb,merchant_8c4f4160,2025-12-27,199.0,2025-12-25,,0,paid
inst_eb3f8c75,order_62252f9a,user_32c105cb,merchant_8c4f4160,2026-01-26,199.0,2026-01-25,,0,paid
inst_3a6f47c0,order_239ad498,user_54169871,merchant_3b5fb9f0,2025-11-07,545.3333333333334,2025-11-06,,0,paid
inst_07078b87,order_239ad498,user_54169871,merchant_3b5fb9f0,2025-12-07,545.3333333333334,2025-12-05,,0,paid
inst_88ed2b79,order_239ad498,user_54169871,merchant_3b5fb9f0,2026-01-06,545.3333333333334,2026-01-05,,0,paid
inst_4c69fcd0,order_67146a72,user_54169871,merchant_46f1760b,2025-11-16,907.3333333333334,,2025-11-27 01:57:16.783615+00:00,11,late
inst_b265cdad,order_67146a72,user_54169871,merchant_46f1760b,2025-12-16,907.3333333333334,,2025-12-25 01:57:16.783615+00:00,9,late
inst_b244543e,order_67146a72,user_54169871,merchant_46f1760b,2026-01-15,907.3333333333334,,2026-01-20 01:57:16.783615+00:00,5,late
inst_bc70c734,order_bfe55724,user_edb00fd2,merchant_0d25a7f0,2025-12-06,233.66666666666666,2025-12-05,,0,paid
inst_622dc818,order_bfe55724,user_edb00fd2,merchant_0d25a7f0,2026-01-05,233.66666666666666,,2026-01-09 01:57:16.783615+00:00,4,late
inst_29908c9c,order_bfe55724,user_edb00fd2,merchant_0d25a7f0,2026-02-04,233.66666666666666,2026-02-02,,0,paid
inst_88fbd174,order_c9e7a2c7,user_edb00fd2,merchant_0efd0492,2025-12-28,125.0,2025-12-28,,0,paid
inst_453eeb47,order_c9e7a2c7,user_edb00fd2,merchant_0efd0492,2026-01-27,125.0,2026-01-27,,0,paid
inst_9cfe2135,order_c9e7a2c7,user_edb00fd2,merchant_0efd0492,2026-02-26,125.0,2026-02-25,,0,paid
inst_02acb346,order_d90f4f15,user_edb00fd2,merchant_708588c7,2025-12-13,153.33333333333334,2025-12-12,,0,paid
inst_fc04d744,order_d90f4f15,user_edb00fd2,merchant_708588c7,2026-01-12,153.33333333333334,2026-01-11,,0,paid
inst_566b534d,order_d90f4f15,user_edb00fd2,merchant_708588c7,2026-02-11,153.33333333333334,2026-02-09,,0,paid
inst_bdfb9bf6,order_9eb04605,user_bbb7e973,merchant_8cf31187,2025-11-22,260.3333333333333,,2025-11-25 01:57:16.783615+00:00,3,late
inst_56cffc98,order_9eb04605,user_bbb7e973,merchant_8cf31187,2025-12-22,260.3333333333333,2025-12-21,,0,paid
inst_5879aad1,order_9eb04605,user_bbb7e973,merchant_8cf31187,2026-01-21,260.3333333333333,2026-01-19,,0,paid
inst_2f4717f4,order_d96b2012,user_bbb7e973,merchant_8042e2cf,2026-01-05,207.66666666666666,,2026-01-14 01:57:16.783615+00:00,9,late
inst_ddfe55a1,order_d96b2012,user_bbb7e973,merchant_8042e2cf,2026-02-04,207.66666666666666,2026-02-03,,0,paid
inst_8fe3d051,order_d96b2012,user_bbb7e973,merchant_8042e2cf,2026-03-06,207.66666666666666,2026-03-05,,0,paid
inst_3a13ba02,order_01ef9cb7,user_04a4f6cf,merchant_8c4f4160,2025-12-21,243.66666666666666,2025-12-19,,0,paid
inst_77aee513,order_01ef9cb7,user_04a4f6cf,merchant_8c4f4160,2026-01-20,243.66666666666666,2026-01-18,,0,paid
inst_a2e052eb,order_01ef9cb7,user_04a4f6cf,merchant_8c4f4160,2026-02-19,243.66666666666666,2026-02-19,,0,paid
inst_cb9a9aa3,order_9cd3fa7a,user_04a4f6cf,merchant_8c4f4160,2026-01-08,201.33333333333334,2026-01-07,,0,paid
inst_83c73f3d,order_9cd3fa7a,user_04a4f6cf,merchant_8c4f4160,2026-02-07,201.33333333333334,2026-02-07,,0,paid
inst_30dda808,order_9cd3fa7a,user_04a4f6cf,merchant_8c4f4160,2026-03-09,201.33333333333334,2026-03-09,,0,paid
inst_efaccdc3,order_93fe83db,user_04a4f6cf,merchant_0efd0492,2025-12-07,242.0,2025-12-07,,0,paid
inst_1b212ba6,order_93fe83db,user_04a4f6cf,merchant_0efd0492,2026-01-06,242.0,2026-01-06,,0,paid
inst_6ee77482,order_93fe83db,user_04a4f6cf,merchant_0efd0492,2026-02-05,242.0,2026-02-03,,0,paid
inst_582d7956,order_8448a803,user_c8f3b806,merchant_0d25a7f0,2026-01-02,299.0,2025-12-31,,0,paid
inst_f4b4a59d,order_8448a803,user_c8f3b806,merchant_0d25a7f0,2026-02-01,299.0,2026-02-01,,0,paid
inst_afd39058,order_8448a803,user_c8f3b806,merchant_0d25a7f0,2026-03-03,299.0,2026-03-01,,0,paid
inst_c2c20a94,order_c3c782c2,user_c8f3b806,merchant_8c4f4160,2025-12-12,126.0,2025-12-11,,0,paid
inst_e04a5acd,order_c3c782c2,user_c8f3b806,merchant_8c4f4160,2026-01-11,126.0,2026-01-09,,0,paid
inst_d614e1ab,order_c3c782c2,user_c8f3b806,merchant_8c4f4160,2026-02-10,126.0,2026-02-10,,0,paid
inst_cc7c5a95,order_cdd1af84,user_c8f3b806,merchant_8cf31187,2025-11-12,122.66666666666667,2025-11-10,,0,paid
inst_a6bbf103,order_cdd1af84,user_c8f3b806,merchant_8cf31187,2025-12-12,122.66666666666667,2025-12-11,,0,paid
inst_c5585641,order_cdd1af84,user_c8f3b806,merchant_8cf31187,2026-01-11,122.66666666666667,2026-01-10,,0,paid
inst_0e9ce0d6,order_d22e6894,user_d512ec21,merchant_9a29c451,2025-11-07,311.0,2025-11-07,,0,paid
inst_a959e658,order_d22e6894,user_d512ec21,merchant_9a29c451,2025-12-07,311.0,2025-12-05,,0,paid
inst_34c5ed23,order_d22e6894,user_d512ec21,merchant_9a29c451,2026-01-06,311.0,2026-01-06,,0,paid
inst_c39ed839,order_5335d2dc,user_e8a34701,merchant_8c4f4160,2025-11-30,134.0,2025-11-30,,0,paid
inst_5b0563cf,order_5335d2dc,user_e8a34701,merchant_8c4f4160,2025-12-30,134.0,2025-12-30,,0,paid
inst_0e8f2a26,order_5335d2dc,user_e8a34701,merchant_8c4f4160,2026-01-29,134.0,2026-01-29,,0,paid
inst_81a590b7,order_ef6bb328,user_e8a34701,merchant_c2a9caa4,2025-12-13,198.33333333333334,2025-12-12,,0,paid
inst_c9420a9a,order_ef6bb328,user_e8a34701,merchant_c2a9caa4,2026-01-12,198.33333333333334,2026-01-10,,0,paid
inst_4fc29942,order_ef6bb328,user_e8a34701,merchant_c2a9caa4,2026-02-11,198.33333333333334,2026-02-11,,0,paid
